station_id,name,capacity
3778,Irving Ave & DeKalb Ave,27
3779,Hart St & Wyckoff Ave,24
3780,Wyckoff Av & Stanhope St,22
3781,Greene Av & Myrtle Av,30
3782,Brooklyn Bridge Park - Pier 2,31
3783,Cliff St & Fulton St,73
3785,W 42 St & 6 Ave,37
3786,Division St & Bowery,49
3787,Dock 72 Way & Market St,22
3789,Fulton St & Irving Pl,31
3790,Henry St & Middagh St,37
3791,Hoboken Ave at Monmouth St,32
3792,Columbus Dr at Exchange Pl,30
3795,10 St & 2 Ave,19
3798,W 40 St & 5 Ave,55
3799,6 Ave & W 34 St,67
3803,Bedford Ave & Montgomery St,27
3804,Front St & Jay St,24
3808,24 St & 41 Ave,19
3809,W 55 St & 6 Ave,53
3811,27 Ave & 3 St,19
3812,University Pl & E 14 St,49
3813,W 20 St & 10 Ave,49
3814,E 56 St & Madison Ave,23
3815,E 51 St & 2 Ave,41
3816,Metropolitan Ave & Vandervoort Ave,24
3817,Withers St & Kingsland Ave,18
3818,Calyer St & Jewel St,40
3819,Green St & McGuinness Blvd,20
3820,Willoughby Ave & Myrtle Ave,19
3821,Evergreen Ave & Noll St,25
3822,Bushwick Ave & Forrest St,20
3823,Beaver St & Fayette St,30
3824,Van Sinderen Ave & Truxton St,23
3825,Broadway & Furman Ave,29
3826,Moffat St & Bushwick,18
3827,Halsey St & Broadway,20
3828,Eldert St & Bushwick Ave,22
3829,Central Ave & Decatur St,24
3830,Halsey St & Evergreen Ave,22
3831,Broadway & Hancock St,35
3832,Central Ave & Weirfield St,21
3833,Madison St & Evergreen Ave,18
3834,Irving Ave & Halsey St,19
3835,Knickerbocker Ave & Hancock St,22
3836,Bushwick Ave & Linden St,29
3837,Broadway & Kosciuszko St,29
3838,Bushwick Ave & Harman St,25
3839,Putnam Ave & Knickerbocker Ave,29
3840,Putnam Ave & Wyckoff Ave,24
3841,Menahan St & Central Ave,25
3842,Bushwick Ave & Dekalb Ave,29
3843,Myrtle Ave & Grove St,23
3844,Myrtle Ave & Linden St,25
3845,Irving Ave & Harman St,21
3846,Central Ave & Himrod St,25
3847,Cedar St & Evergreen Ave,25
3848,Suydam St & Broadway,32
3849,Suydam St & St. Nicholas Ave,17
3850,Jefferson St & Cypress Ave,25
3851,Metropolitan Ave & Stewart Ave,20
3852,Stewart Ave & Johnson Ave,17
3853,Harrison Pl & Porter Ave,20
3854,Morgan Ave & Maspeth Ave,25
3855,Frost St & Debevoise Ave,22
3856,Kingsland Ave & Nassau Ave,25
3857,Engert Ave & McGuinness Blvd,19
3858,Kent St & McGuinness Blvd,20
3859,Lorimer St & Calyer St,20
3860,Wilson Ave & Troutman St,26
3861,Menahan St & Wyckoff Ave,20
3862,Linden St & Knickerbocker Ave,18
3863,Central Ave & Woodbine St,18
3864,Central Ave & Covert St,30
3865,Knickerbocker Ave & Cooper St,24
3866,Wilson Ave & Moffat St,32
3867,Somers St & Broadway,29
3868,Knickerbocker Ave & Halsey St,19
3869,Van Buren St & Broadway,24
3870,Melrose St & Broadway,20
3871,Bushwick Ave & Furman Ave,30
3872,Hancock St & Wyckoff Ave,19
3873,Madison St & Cypress Ave,17
3874,Menahan St & Seneca Ave,16
3875,Stephen St & Seneca Ave,15
3876,Forest Ave & Summerfield St,23
3877,Madison St & Forest Ave,25
3878,Cypress Ave & George St,19
3879,Broadway & Madison St,25
3880,Willoughby Ave & Onderdonk Ave,27
3881,12 Ave & W 125 St,39
3882,Norman St & Wyckoff Ave,15
3883,Harman St & Seneca Ave,0
3884,Centre St & Seneca Ave,23
3885,Onderdonk Ave & Gates Ave,0
3886,Menahan St & Onderdonk Ave,20
3887,Flushing Ave & Woodward Ave,21
3888,Woodward Ave & Harman St,19
3890,Grove St & Broadway,31
3891,Irving Ave & Palmetto St,20
3892,38 Ave & 29 St,19
3893,Rockaway Ave & Bainbridge St,25
3895,Cypress Ave & Palmetto St,25
3896,Madison St & Seneca Ave,22
3897,Onderdonk Ave & Dekalb Ave,17
3898,E 63 St & 3 Ave,57
3899,Manhattan Av & Leonard St,18
3900,Morgan Ave & Lombardy St,30
3901,Stanhope St & Fairview Ave,17
3902,Fairview Ave & Linden St,19
3903,Jefferson Ave & Evergreen Ave,17
3905,4 Ave & E 12 St,27
3906,West St & Liberty St,32
3907,Central Ave & Melrose St,17
3909,Madison St & Woodward Ave,20
3910,Greene Ave & Grandview Ave,17
3911,Wyckoff St & Nevins St,22
3913,Sands St Gate,19
3914,West End Ave & W 78 St,39
3916,Pearl St & Peck Slip,45
3917,Willoughby St & Ashland Pl,31
3918,Avenue D & E 8 St,30
3919,Wall St & South St,37
3920,E 132 St & Madison Ave,19
3921,Willis Ave & Bruckner Blvd,19
3922,Alexander Ave & E 134 St,19
3923,Lincoln Ave & E 134 St,17
3924,Lincoln Ave & E 138 St,25
3925,E 138 St & Canal St W,21
3926,5 Ave & W 131 St,20
3927,Lenox Ave & W 133 St,27
3928,Adam Clayton Powell Blvd & W 132 St,18
3929,Willis Ave & E 141 St,19
3930,E 142 St & 3 Ave,19
3931,Morris Ave & E 142 St,23
3932,Grand Concourse & E 144 St,23
3933,Gerard Ave & E 146 St,19
3934,St Nicholas Ave & E 134 St,27
3935,Amsterdam Ave & W 131 St,19
3936,W 133 St & 12 Ave,19
3937,E 135 St & St Ann's Ave,23
3938,E 133 St & Cypress Pl,0
3939,Willow Ave & E 133 St,21
3940,E 134 St & Walnut Ave,16
3941,Walnut Ave & E 136 St,17
3942,Broadway & W 133 St,21
3944,Convent Ave & W 135 St,30
3945,Amsterdam Ave & W 136 St,21
3946,St Nicholas Ave & W 137 St,21
3947,E 138 St & Willow Ave,18
3948,E 138 St & Cypress Ave,23
3949,Brook Ave & E 138 St,23
3950,Brook Ave & E 141 St,19
3951,E 141 St & St Ann's Ave,19
3952,E 141 St & Jackson Ave,19
3953,W 147 St & Adam Clayton Powell Blvd,25
3955,St Mary's St & Jackson Ave,19
3956,St. Ann's Ave & E 144 St,23
3957,E 144 St & Brook Ave,19
3958,Willis Ave & E 143 St,23
3959,Edgecombe Ave & W 145 St,31
3960,Hamilton Pl & W 140 St,21
3961,Morris Ave & E 153 St,19
3963,Melrose Ave & E 150 St,31
3964,Brook Ave & E 148 St,20
3965,E 149 St & Eagle Ave,19
3966,Wales Ave & E 147 St,19
3967,W 146 St & Broadway,30
3968,Prospect Ave & E 151 St,21
3969,St Ann's Ave & Westchester Ave,19
3970,Melrose Ave & E 154 St,19
3972,E 158 St & Melrose Ave,23
3973,St Nicholas Ave & W 150 St,26
3975,Brook Ave & E 157 St,21
3976,E 156 & Brook Ave,19
3977,Prospect Ave & Longwood Ave,29
3978,Cauldwell Ave & E 161 St,18
3980,Amsterdam Ave & W 152 St,20
3981,Harlem River Dr & W 155 St,24
3982,Bergen Ave & E 152 St,21
3983,Westchester Ave & E 156 St,23
3984,W 140 St & Riverside Dr,23
3985,E 160 St & Tinton Ave,22
3986,E 149 St & Morris Ave,0
3987,E 149 St & Jackson Ave,23
3988,E 128 St & 3 Ave,19
3989,Willis Ave & E 137 St,22
3992,W 169 St & Fort Washington Ave,47
3994,2 Ave & E 125 St,30
3995,5 Ave & E 135 St,21
3996,Lexington Ave & E 128 St,24
3997,5 Av & W 139 St,20
3998,W 135 St & Lenox Terrace Pl,29
3999,Adam Clayton Powell Blvd & W 138 St,23
4000,Lenox Ave & W 144 St,22
4001,Lenox Ave & W 146 St,24
4002,W 144 St & Adam Clayton Powell Blvd,24
4004,Edgecombe Ave & W 141 St,21
4005,St. Nicholas Terrace & Convent Ave,24
4006,E 147 St & Bergen Ave,25
4007,Riverside Dr & W 138 St,30
4008,Broadway & W 142 St,0
4009,Riverside Dr & W 145 St,35
4010,W 145 St & Amsterdam Ave,24
4011,Westchester Ave & Jackson Ave,25
4012,W 148 St & Amsterdam Ave,23
4013,Convent Ave & W 151 St,24
4014,Riverside Dr & W 148 St,22
4015,W 155 St & Frederick Douglass Blvd,31
4016,Adam Clayton Powell Blvd & W 130 St,22
4017,E 138 St & 5 Av,22
4018,Broadway & W 131 St,21
4019,St. Ann's Av & Bruckner Blvd,17
4020,Bradhurst Ave & W 148 St,22
4021,E 138 St & Grand Concourse,21
4022,Lenox Ave & W 142 St,0
4023,Adam Clayton Powell Blvd & W 141 St,24
4024,Macombs Pl & W 152 St,33
4025,Edgecombe Ave & W 150 St,20
4027,St. Nicholas Ave & W 155 St,23
4028,Frederick Douglass Blvd & Harlem River Dr,19
4029,Courtlandt Ave & E 149 St,23
4030,Courtlandt Ave & E 157 St,23
4031,Cauldwell Ave & E 158 St,19
4032,E 155 St & Courtlandt Ave,19
4034,Hamilton Pl & W 138 St,27
4035,Broadway & W 153 St,20
4036,Motorgate,36
4037,Roosevelt Island Tramway,39
4038,Southpoint Park,29
4040,Madison Ave & E 26 St,51
4041,Adam Clayton Powell Blvd & W 151 St,18
4043,W 78 St & Amsterdam Ave,24
4044,8 Ave & W 38 St,49
4045,West End Ave & W 60 St,39
4047,Amsterdam Ave & W 156 St,27
4048,St. Nicholas Ave & W 157 St,20
4050,W 159 St & Edgecombe Ave,21
4051,W 160 St & St. Nicholas Ave,26
4052,Amsterdam Ave & W 162 St,27
4053,W 163 St & Edgecombe Ave,19
4054,W 163 St & Riverside Dr,19
4055,W 165 St & Fort Washington Ave,27
4056,Broadway & W 165 St,24
4057,Amsterdam Ave & W 167 St,23
4058,Madison Av & E 51 St,41
4059,W 171 St & St. Nicholas Ave,31
4060,Amsterdam Ave & W 172 St,23
4061,Fort Washington Ave & W 173 St,24
4062,Amsterdam Ave & W 175 St,23
4063,Wadsworth Ave & W 175 St,24
4064,Southern Blvd & E 142 St,23
4065,Wadsworth Ave & W 179 St,35
4066,Audobon Ave & W 179 St,23
4067,Amsterdam Ave & W 180 St,23
4068,Fort Washington Ave & W 183 St,30
4069,Cabrini Blvd & W 177 St,24
4070,W 180 St & Ft Washington Ave,24
4071,Broadway & W 160 St,22
4072,W 48 St & Rockefeller Plaza,40
4073,W 51 St & Rockefeller Plaza,35
4074,Edgecombe Ave & W 167 St,23
4075,Central Park West & W 85 St,38
4076,E 150 St & Gerard Ave,29
4078,Concourse Village East & E 158 St,31
4079,Grant Ave & E 164 St,21
4080,Jerome Ave & E 164 St,0
4081,Gerard Ave & E 165 St,21
4082,Gerard Ave & McClellan St,30
4083,Walton Ave & E 168 St,20
4084,Sheridan Ave & E 168 St,22
4085,Grand Concourse & E 171 St,25
4086,Inwood Ave & W 170 St,21
4087,W 170 St & University Ave,22
4088,Nelson Ave & W 172 St,20
4090,Grand Concourse & E 156 St,21
4091,Jerome Ave & Ogden Ave,21
4092,Jerome Ave & Anderson Ave,19
4093,Grand Concourse & E 161 St,25
4094,Park Ave & E 162 St,21
4095,E 165 St & Jerome Ave,0
4096,Grand Concourse & E 167 St,30
4098,Shakespeare Ave & W 169 St,20
4099,E 169 St & Webster Ave,21
4101,E 153 St & E 157 St,19
4102,Grand Concourse & E 164 St,22
4103,Ogden Ave & W 165 St,19
4104,Old Broadway & W 133 St,20
4105,Concourse Village West & E 156 St,21
4106,Ogden Ave & W 164 St,19
4107,E 170 St & Clay Ave,0
4108,Clay Ave & E 173 St,19
4109,Amsterdam Ave & W 183 St,21
4110,Avenue D & E 10 St,30
4112,Wards Meadow Comfort Station,0
4113,Icahn Stadium,0
4114,Sunken Meadow Comfort Station,0
4115,Bronx Shore Comfort Station,0
4116,Gerard Ave & E 164 St,19
4118,Liberty St & Nassau St,45
4120,E 39 St & Lexington Ave,43
4121,1 Ave & E 39 St,53
4122,Central Park W & W 97 St,53
4123,Central Park W & W 103 St,58
4124,Central Park W & W 91 St,48
4125,E 161 St & River Ave,37
4126,E 157 St & River Ave,19
4127,Ogden Ave & Merriam Ave,19
4128,College Ave & E 170 St,24
4129,Anderson Ave & W 164 St,18
4130,Morris Ave & McClellan St,22
4131,Goble Pl & Macombs Rd,19
4132,Southern Blvd & Avenue St. John,19
4133,Beck St & Leggett Ave,20
4134,Longwood Ave & Southern Blvd,24
4135,Westchester Ave & Longwood Ave,23
4137,3 Ave & E 163 St,27
4138,3 Ave & Franklin Ave,19
4139,Tinton Ave & E 165 St,19
4140,E 163 St & Union Ave,0
4141,Southern Blvd & Tiffany St,20
4144,Lafayette Ave & Hunts Point Ave,3
4146,Garrison Ave & Manida St,0
4147,E 163 St & Tiffany St,19
4148,Intervale Ave & Westchester Ave,27
4149,E 167 St & Franklin Ave,0
4150,E 170 St & Webster Ave,25
4151,3 Ave & E 169 St,21
4152,Fulton Ave & E 168 St,21
4153,E 165 St & Fox St,0
4154,Faile St & Garrison Ave,19
4155,E 169 St & Fox St,19
4156,Fulton Ave & St. Paul's Pl,19
4158,Freeman St & Reverend James A Polite Ave,19
4159,3 Ave & E 172 St,0
4161,3 Ave & E 174 St,0
4162,Southern Blvd & E 172 St,19
4165,E 165 St & Clay Ave,3
4166,River Ave & E 153 St,27
4167,Grand Concourse & East Mount Eden Ave,19
4168,Mount Eden Pkwy & Eastburn Ave,0
4169,Morris Ave & E 171 St,0
4174,3 Ave & E 170 St,21
4175,E 171 St & Webster Ave,0
4186,E 149 St & Park Ave,0
4188,Broadway & W 155 St,31
4189,Grant Ave & E 169 St,0
4190,Walton Ave & E 171 St,0
4191,Intervale Ave & Kelly St,0
4192,Prospect Ave & E 167 St,0
4193,W 181 St & Riverside Dr,21
4194,Plaza Dr & W 170 St,0
4195,E 167 St & Clay Ave,0
4197,Water St & Coenties Slip,0
4198,E 161 St & Park Ave,0
4199,River Ave & McClellan St,21
4201,Clay Ave & Claremont Pkwy,0
4202,Dawson St & Intervale Ave,0
4207,Sherman Ave & E 166 St,0
4209,University Ave & W 168 St,0
4210,Grand Concourse & E 166 St,0
