station_id,neighborhood,lon,lat
3289,Upper West Side,-73.97288918495178,40.79017948095081
3290,Yorkville,-73.946041,40.7779453
3292,,-73.957481,40.7857851
3293,Upper West Side,-73.9739,40.7921
3294,Upper East Side-Carnegie Hill,-73.955327,40.7835016
3296,Yorkville,-73.9489196240902,40.782454175279874
3297,Park Slope-Gowanus,-73.97988067,40.6686627
3298,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.99383324,40.686371
3299,East Harlem South,-73.95206,40.78813
3300,,-73.97637605667114,40.66514681533792
3301,Upper West Side,-73.968087,40.7919557
3302,Upper West Side,-73.9643412291,40.7969347
3303,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.99440329,40.6849894
3304,Park Slope-Gowanus,-73.98377641,40.668127
3305,Yorkville,-73.94965589046478,40.78112229934166
3306,Park Slope-Gowanus,-73.98199886,40.6662078
3307,Upper West Side,-73.974124,40.7941654
3308,Carroll Gardens-Columbia Street-Red Hook,-73.99645295,40.6861758
3309,East Harlem South,-73.94860294,40.7859201
3310,Park Slope-Gowanus,-73.98396846,40.663779
3311,Carroll Gardens-Columbia Street-Red Hook,-74.0016256,40.68763155
3312,Yorkville,-73.94594,40.7817212
3313,Park Slope-Gowanus,-73.9854617,40.6663181
3314,Upper West Side,-73.971888,40.7937704
3315,Carroll Gardens-Columbia Street-Red Hook,-73.99917254,40.6847514
3317,Park Slope-Gowanus,-73.98700053,40.6686273
3318,Yorkville,-73.9471673,40.7839636
3319,Park Slope-Gowanus,-73.98895053,40.666287
3321,Carroll Gardens-Columbia Street-Red Hook,-73.99785267,40.6831164
3322,Park Slope-Gowanus,-73.9904394,40.668603
3323,Upper West Side,-73.9605909006,40.7981856
3324,Park Slope-Gowanus,-73.99333264,40.6685455
3325,Upper East Side-Carnegie Hill,-73.950503,40.7849032
3326,Carroll Gardens-Columbia Street-Red Hook,-74.00194698,40.67434
3327,East Harlem South,-73.94728331,40.7877214
3328,Upper West Side,-73.9645,40.795
3329,Carroll Gardens-Columbia Street-Red Hook,-73.99318208,40.6829151
3330,Carroll Gardens-Columbia Street-Red Hook,-74.00494695,40.6725058
3331,Upper West Side,-73.9711457439,40.8013434
3332,Carroll Gardens-Columbia Street-Red Hook,-73.99079024791718,40.681990442707026
3333,Carroll Gardens-Columbia Street-Red Hook,-74.0075572,40.6747055
3335,Park Slope-Gowanus,-73.98282002,40.6772744
3336,East Harlem South,-73.953559,40.787801
3337,Carroll Gardens-Columbia Street-Red Hook,-74.01195555925369,40.67363551341504
3338,East Harlem South,-73.94552579,40.7862586
3339,Park Slope-Gowanus,-73.97846879,40.6765304
3340,Carroll Gardens-Columbia Street-Red Hook,-74.0100698,40.6753274
3342,Carroll Gardens-Columbia Street-Red Hook,-74.0094613,40.6777748
3343,Morningside Heights,-73.9621128676,40.7997568
3344,Carroll Gardens-Columbia Street-Red Hook,-74.011169,40.679043
3345,East Harlem South,-73.95242929458618,40.78948541553215
3346,Park Slope-Gowanus,-73.97523209452629,40.675146838709786
3347,Carroll Gardens-Columbia Street-Red Hook,-74.01275056,40.6773429
3348,Carroll Gardens-Columbia Street-Red Hook,-74.015665,40.677236
3349,Park Slope-Gowanus,-73.97087984,40.6729679
3350,Upper West Side,-73.97041192,40.7973721
3351,East Harlem South,-73.94164802,40.7869946
3352,Carroll Gardens-Columbia Street-Red Hook,-74.0087952464819,40.67267243410948
3354,,-73.97363831,40.668132
3355,Upper East Side-Carnegie Hill,-73.96845281124115,40.76800889305947
3356,Lincoln Square,-73.98470567,40.7746671
3357,Morningside Heights,-73.9664492472,40.8008363
3358,Park Slope-Gowanus,-73.97484126,40.6711978
3359,Upper East Side-Carnegie Hill,-73.96703464,40.7691572
3361,Park Slope-Gowanus,-73.9787282,40.6740886
3362,Upper East Side-Carnegie Hill,-73.96069399,40.7781314
3363,East Harlem South,-73.95033068,40.7904828
3364,Park Slope-Gowanus,-73.9814832,40.6751622
3365,Park Slope-Gowanus,-73.97839676,40.6703837
3366,Morningside Heights,-73.9681805305,40.8021174
3367,East Harlem South,-73.95249933,40.7922553
3368,Park Slope-Gowanus,-73.98352355,40.6728155
3369,Yorkville,-73.9468208,40.7724607
3370,Lenox Hill-Roosevelt Island,-73.95577801,40.7727966
3372,Lenox Hill-Roosevelt Island,-73.95482273,40.7689738
3373,Park Slope-Gowanus,-73.98775226,40.6750705
3374,,-73.955613,40.799484
3375,Upper East Side-Carnegie Hill,-73.96060712,40.7699426
3376,Lenox Hill-Roosevelt Island,-73.96222069859505,40.76471851944339
3377,Carroll Gardens-Columbia Street-Red Hook,-73.99037292,40.6786115
3378,Upper East Side-Carnegie Hill,-73.96222088,40.773763
3379,East Harlem South,-73.94755757,40.7903051
3381,Carroll Gardens-Columbia Street-Red Hook,-73.99364123,40.6777287
3382,Carroll Gardens-Columbia Street-Red Hook,-73.99475825,40.680611
3383,Morningside Heights,-73.96699104,40.804213
3384,Carroll Gardens-Columbia Street-Red Hook,-73.99599099,40.6787242
3386,Carroll Gardens-Columbia Street-Red Hook,-73.99905709,40.6809591
3387,East Harlem South,-73.94945003,40.7934337
3388,Carroll Gardens-Columbia Street-Red Hook,-73.99990419,40.6828003
3389,Carroll Gardens-Columbia Street-Red Hook,-74.00348559,40.6830456
3390,East Harlem South,-73.9432083,40.79329668
3391,East Harlem South,-73.93956237,40.7892529
3392,Carroll Gardens-Columbia Street-Red Hook,-74.00860912,40.6812117
3393,Carroll Gardens-Columbia Street-Red Hook,-74.00785041,40.6794327
3394,Carroll Gardens-Columbia Street-Red Hook,-74.00647134,40.6769993
3395,Carroll Gardens-Columbia Street-Red Hook,-74.00324957,40.6763744
3396,Carroll Gardens-Columbia Street-Red Hook,-74.00014502,40.6783563
3397,Carroll Gardens-Columbia Street-Red Hook,-73.99869893,40.6763947
3398,Carroll Gardens-Columbia Street-Red Hook,-73.99785768,40.6746957
3399,Park Slope-Gowanus,-73.98983001708984,40.67260298150126
3400,East Harlem South,-73.94782145,40.7961535
3402,Brooklyn Heights-Cobble Hill,-73.99203074,40.6902375
3403,Park Slope-Gowanus,-73.98876585,40.6705135
3404,Park Slope-Gowanus,-73.98541675,40.6704922
3405,Park Slope-Gowanus,-73.98208968,40.6704836
3407,Park Slope-Gowanus,-73.98765474557877,40.67909799721684
3408,Carroll Gardens-Columbia Street-Red Hook,-73.99520919,40.6881529
3409,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.99063168,40.6867443
3410,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.98759104,40.6864442
3411,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.98620772,40.6849668
3412,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.98302136,40.6853761
3414,Park Slope-Gowanus,-73.97567331790923,40.680944723477296
3415,Prospect Heights,-73.97519523,40.6793307
3416,Prospect Heights,-73.97324283,40.6776147
3417,Park Slope-Gowanus,-73.97854971,40.6795766
3418,Park Slope-Gowanus,-73.97111473,40.6750207
3419,Park Slope-Gowanus,-73.98154004,40.6792788
3420,Park Slope-Gowanus,-73.98432695,40.6802133
3421,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.98901629,40.6843549
3422,Carroll Gardens-Columbia Street-Red Hook,-74.00242364,40.6859296
3423,,-73.97945255041122,40.6610633719006
3424,East Harlem South,-73.945993,40.791976
3425,East Harlem South,-73.94370784,40.7892105
3429,Fort Greene,-73.97790759801863,40.68506807308177
3430,East Williamsburg,-73.94223690032959,40.71907891179564
3435,park-cemetery-etc-Manhattan,-73.99596,40.718822
3436,SoHo-TriBeCa-Civic Center-Little Italy,-74.010065,40.721319
3437,Upper West Side,-73.97700369358063,40.79313480986663
3440,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.98949474096298,40.692418292578466
3443,Midtown-Midtown South,-73.97982001304626,40.76132983124814
3452,North Side-South Side,-73.94885390996933,40.71915571696044
3453,East Williamsburg,-73.9491033554077,40.71335226222875
3454,East Williamsburg,-73.94705951213837,40.7103685423523
3456,East Williamsburg,-73.94821286201477,40.71638031973561
3457,Midtown-Midtown South,-73.97209525108337,40.76302594280519
3461,SoHo-TriBeCa-Civic Center-Little Italy,-74.01122331619263,40.714851505262516
3462,Turtle Bay-East Midtown,-73.97138714790344,40.75118387463277
3463,Gramercy,-73.98797392845154,40.735367055605394
3467,SoHo-TriBeCa-Civic Center-Little Italy,-74.00165855884552,40.72494672359416
3469,Greenpoint,-73.95995020866394,40.73181401720966
3472,Hudson Yards-Chelsea-Flatiron-Union Square,-74.00747358798981,40.742753828659026
3477,Sunset Park West,-74.01062786579132,40.65539977447831
3478,Sunset Park West,-74.00870203971863,40.65708866668485
3479,park-cemetery-etc-Manhattan,-74.02535319328308,40.68512559515415
3481,,-74.04105,40.71649
3483,,-74.05099,40.71942
3486,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,-73.98451656103134,40.688417427540834
3490,park-cemetery-etc-Manhattan,-73.937261,40.796879
3491,park-cemetery-etc-Manhattan,-73.93504,40.79747
3492,park-cemetery-etc-Manhattan,-73.9419949,40.8005385
3493,park-cemetery-etc-Manhattan,-73.9389152,40.799139
3494,park-cemetery-etc-Manhattan,-73.9423,40.797911
3495,park-cemetery-etc-Manhattan,-73.9362541,40.7945663
3496,park-cemetery-etc-Manhattan,-73.9383,40.7923272
3497,park-cemetery-etc-Manhattan,-73.9333349,40.7949879
3498,park-cemetery-etc-Manhattan,-73.9311847,40.7974772
3499,park-cemetery-etc-Manhattan,-73.9349,40.8006721
3500,park-cemetery-etc-Manhattan,-73.944846,40.7989445
3501,park-cemetery-etc-Manhattan,-73.9442507,40.8014866
3502,East Harlem South,-73.9441232,40.7954121
3503,park-cemetery-etc-Manhattan,-73.942954,40.80295
3504,park-cemetery-etc-Manhattan,-73.9379,40.8029263
3505,park-cemetery-etc-Manhattan,-73.936322,40.805726
3506,park-cemetery-etc-Manhattan,-73.9398167,40.8013066
3507,park-cemetery-etc-Manhattan,-73.9396861,40.8045555
3508,park-cemetery-etc-Manhattan,-73.953149,40.809725
3509,park-cemetery-etc-Manhattan,-73.9500739,40.8011939
3510,park-cemetery-etc-Manhattan,-73.949373,40.8078316
3511,park-cemetery-etc-Manhattan,-73.9532423,40.802535
3513,Steinway,-73.923706,40.774645
3514,park-cemetery-etc-Queens,-73.927631,40.7767
3515,Steinway,-73.918544,40.774591
3516,Old Astoria,-73.9184057,40.7699176
3517,Steinway,-73.9170074,40.7711528
