name,short_name,station_id,lat,electric_bike_surcharge_waiver,rental_url,has_kiosk,eightd_station_services,rental_methods,region_id,eightd_has_key_dispenser,external_id,station_type,legacy_id,lon,capacity,point,neighborhood,borough
W 47 St & 10 Ave,6824.07,495,40.76269882,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=495,True,[],"['KEY', 'CREDITCARD']",71,False,66dc73b0-0aca-11e7-82f6-3863bb44ef7c,classic,495,-73.99301222,39,POINT (-73.99301222 40.76269882),Clinton,Manhattan
E 16 St & 5 Ave,6022.04,496,40.73726186,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=496,True,[],"['KEY', 'CREDITCARD']",71,False,66dc741f-0aca-11e7-82f6-3863bb44ef7c,classic,496,-73.99238967,65,POINT (-73.99238966999999 40.73726186),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
E 17 St & Broadway,5980.07,497,40.73704984,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=497,True,[],"['KEY', 'CREDITCARD']",71,True,66dc748f-0aca-11e7-82f6-3863bb44ef7c,classic,497,-73.99009296,66,POINT (-73.99009296 40.73704984),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
Broadway & W 60 St,6948.11,499,40.76915505,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=499,True,[],"['KEY', 'CREDITCARD']",71,True,66dc7580-0aca-11e7-82f6-3863bb44ef7c,classic,499,-73.98191841,36,POINT (-73.98191841000001 40.76915505),Lincoln Square,Manhattan
Broadway & W 51 St,6779.04,500,40.76228826,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=500,True,[],"['KEY', 'CREDITCARD']",71,False,66dc75ec-0aca-11e7-82f6-3863bb44ef7c,classic,500,-73.98336183,52,POINT (-73.98336183000001 40.76228826),Midtown-Midtown South,Manhattan
FDR Drive & E 35 St,6230.04,501,40.744219,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=501,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7659-0aca-11e7-82f6-3863bb44ef7c,classic,501,-73.97121214,79,POINT (-73.97121214000001 40.744219),Turtle Bay-East Midtown,Manhattan
Henry St & Grand St,5294.04,502,40.714211,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=502,True,[],"['KEY', 'CREDITCARD']",71,False,66dc76cd-0aca-11e7-82f6-3863bb44ef7c,classic,502,-73.981095,36,POINT (-73.981095 40.714211),Lower East Side,Manhattan
E 20 St & Park Ave,6055.08,503,40.73827428,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=503,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7773-0aca-11e7-82f6-3863bb44ef7c,classic,503,-73.98751968,31,POINT (-73.98751968000001 40.73827428),Gramercy,Manhattan
1 Ave & E 16 St,5779.08,504,40.73221853,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=504,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7802-0aca-11e7-82f6-3863bb44ef7c,classic,504,-73.98165557,54,POINT (-73.98165557 40.73221853),Stuyvesant Town-Cooper Village,Manhattan
6 Ave & W 33 St,6364.07,505,40.74901271,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=505,True,[],"['KEY', 'CREDITCARD']",71,False,66dc78c4-0aca-11e7-82f6-3863bb44ef7c,classic,505,-73.98848395,52,POINT (-73.98848395 40.74901271),Midtown-Midtown South,Manhattan
E 25 St & 2 Ave,6046.02,507,40.73912601,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=507,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7957-0aca-11e7-82f6-3863bb44ef7c,classic,507,-73.97973776,0,POINT (-73.97973776000001 40.73912601),Murray Hill-Kips Bay,Manhattan
W 46 St & 11 Ave,6795.01,508,40.76341379,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=508,True,[],"['KEY', 'CREDITCARD']",71,False,66dc79e6-0aca-11e7-82f6-3863bb44ef7c,classic,508,-73.99667444,25,POINT (-73.99667444000001 40.76341379),Clinton,Manhattan
9 Ave & W 22 St,6266.06,509,40.7454973,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=509,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7a7d-0aca-11e7-82f6-3863bb44ef7c,classic,509,-74.00197139,61,POINT (-74.00197138999999 40.7454973),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
W 56 St & 10 Ave,6955.01,513,40.768254,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=513,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7cc3-0aca-11e7-82f6-3863bb44ef7c,classic,513,-73.988639,29,POINT (-73.98863900000001 40.768254),Clinton,Manhattan
12 Ave & W 40 St,6765.01,514,40.76087502,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=514,True,[],"['KEY', 'CREDITCARD']",71,True,66dc7d58-0aca-11e7-82f6-3863bb44ef7c,classic,514,-74.00277668,52,POINT (-74.00277668 40.76087502),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
W 43 St & 10 Ave,6756.01,515,40.76009437,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=515,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7de9-0aca-11e7-82f6-3863bb44ef7c,classic,515,-73.99461843,79,POINT (-73.99461843 40.76009437),Clinton,Manhattan
E 47 St & 1 Ave,6498.09,516,40.75206862,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=516,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7e75-0aca-11e7-82f6-3863bb44ef7c,classic,516,-73.96784384,31,POINT (-73.96784384 40.75206862),Turtle Bay-East Midtown,Manhattan
Pershing Square South,6432.08,517,40.751581,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=517,True,[],"['KEY', 'CREDITCARD']",71,False,66dc7f02-0aca-11e7-82f6-3863bb44ef7c,classic,517,-73.97791,69,POINT (-73.97790999999999 40.751581),Murray Hill-Kips Bay,Manhattan
Pershing Square North,6432.09,519,40.751873,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=519,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8025-0aca-11e7-82f6-3863bb44ef7c,classic,519,-73.977706,69,POINT (-73.977706 40.751873),Murray Hill-Kips Bay,Manhattan
E 51 St & Lexington Ave,6659.01,522,40.75714758,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=522,True,[],"['KEY', 'CREDITCARD']",71,False,66dc81ce-0aca-11e7-82f6-3863bb44ef7c,classic,522,-73.97207836,51,POINT (-73.97207836 40.75714758),Turtle Bay-East Midtown,Manhattan
W 34 St & 11 Ave,6578.01,525,40.75594159,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=525,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8382-0aca-11e7-82f6-3863bb44ef7c,classic,525,-74.0021163,56,POINT (-74.0021163 40.75594159),Hudson Yards-Chelsea-Flatiron-Union Square,Manhattan
E 33 St & 5 Ave,6322.01,526,40.74765947,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=526,True,[],"['KEY', 'CREDITCARD']",71,False,66dc840f-0aca-11e7-82f6-3863bb44ef7c,classic,526,-73.98490707,40,POINT (-73.98490707000001 40.74765947),Midtown-Midtown South,Manhattan
2 Ave & E 31 St,6197.02,528,40.74290902,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=528,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8527-0aca-11e7-82f6-3863bb44ef7c,classic,528,-73.97706058,39,POINT (-73.97706058 40.74290902),Murray Hill-Kips Bay,Manhattan
W 42 St & 8 Ave,6602.05,529,40.7575699,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=529,True,[],"['KEY', 'CREDITCARD']",71,False,66dc85bb-0aca-11e7-82f6-3863bb44ef7c,classic,529,-73.99098507,41,POINT (-73.99098506999999 40.7575699),Clinton,Manhattan
11 Ave & W 59 St,7059.01,530,40.77149671054441,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=530,True,[],"['KEY', 'CREDITCARD']",71,False,66dc864c-0aca-11e7-82f6-3863bb44ef7c,classic,530,-73.99046033620834,24,POINT (-73.99046033620834 40.77149671054441),Lincoln Square,Manhattan
Forsyth St & Broome St,5453.05,531,40.71893904,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=531,True,[],"['KEY', 'CREDITCARD']",71,False,66dc86d9-0aca-11e7-82f6-3863bb44ef7c,classic,531,-73.99266288,39,POINT (-73.99266288 40.71893904),Chinatown,Manhattan
S 5 Pl & S 5 St,5125.03,532,40.710451,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=532,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8768-0aca-11e7-82f6-3863bb44ef7c,classic,532,-73.960876,43,POINT (-73.960876 40.710451),North Side-South Side,Brooklyn
Broadway & W 38 St,6441.05,533,40.75299641,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=533,True,[],"['KEY', 'CREDITCARD']",71,False,66dc87f1-0aca-11e7-82f6-3863bb44ef7c,classic,533,-73.98721619,46,POINT (-73.98721619 40.75299641),Midtown-Midtown South,Manhattan
Water - Whitehall Plaza,4962.04,534,40.70255065,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=534,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8886-0aca-11e7-82f6-3863bb44ef7c,classic,534,-74.0127234,31,POINT (-74.0127234 40.70255065),Battery Park City-Lower Manhattan,Manhattan
1 Ave & E 30 St,6079.03,536,40.74144387,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=536,True,[],"['KEY', 'CREDITCARD']",71,False,66dc89ae-0aca-11e7-82f6-3863bb44ef7c,classic,536,-73.97536082,28,POINT (-73.97536082000001 40.74144387),Murray Hill-Kips Bay,Manhattan
Metropolitan Ave & Bedford Ave,5308.04,539,40.71534825,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=539,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8b6a-0aca-11e7-82f6-3863bb44ef7c,classic,539,-73.96024116,31,POINT (-73.96024116 40.71534825),North Side-South Side,Brooklyn
Lexington Ave & E 29 St,6164.09,540,40.74311555376486,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=540,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8bfd-0aca-11e7-82f6-3863bb44ef7c,classic,540,-73.98215353488922,46,POINT (-73.98215353488922 40.74311555376486),Murray Hill-Kips Bay,Manhattan
E 23 St & 1 Ave,5929.01,545,40.736502,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=545,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8c90-0aca-11e7-82f6-3863bb44ef7c,classic,545,-73.97809472,27,POINT (-73.97809472 40.736502),Stuyvesant Town-Cooper Village,Manhattan
E 30 St & Park Ave S,6206.08,546,40.74444921,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=546,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8d1d-0aca-11e7-82f6-3863bb44ef7c,classic,546,-73.98303529,45,POINT (-73.98303529 40.74444921),Murray Hill-Kips Bay,Manhattan
Front St & Washington St,4936.01,2000,40.70255088,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2000,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8db1-0aca-11e7-82f6-3863bb44ef7c,classic,2000,-73.98940236,57,POINT (-73.98940236 40.70255088),DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Brooklyn
Wythe Ave & Metropolitan Ave,5348.02,2002,40.716887,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2002,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8eb1-0aca-11e7-82f6-3863bb44ef7c,classic,2002,-73.963198,27,POINT (-73.96319800000001 40.716887),North Side-South Side,Brooklyn
1 Ave & E 18 St,5854.09,2003,40.733812191966315,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2003,True,[],"['KEY', 'CREDITCARD']",71,False,66dc8f1f-0aca-11e7-82f6-3863bb44ef7c,classic,2003,-73.98054420948029,54,POINT (-73.98054420948029 40.73381219196632),Stuyvesant Town-Cooper Village,Manhattan
Railroad Ave & Kay Ave,4990.01,2005,40.70531194,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2005,True,[],"['KEY', 'CREDITCARD']",71,False,66dc9000-0aca-11e7-82f6-3863bb44ef7c,classic,2005,-73.97100056,12,POINT (-73.97100055999999 40.70531194),,
Central Park S & 6 Ave,6876.04,2006,40.76590936,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2006,True,[],"['KEY', 'CREDITCARD']",71,True,66dc9068-0aca-11e7-82f6-3863bb44ef7c,classic,2006,-73.97634151,49,POINT (-73.97634151 40.76590936),park-cemetery-etc-Manhattan,Manhattan
Little West St & 1 Pl,5001.08,2008,40.70569254,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2008,True,[],"['KEY', 'CREDITCARD']",71,True,66dc90d5-0aca-11e7-82f6-3863bb44ef7c,classic,2008,-74.01677685,24,POINT (-74.01677685 40.70569254),Battery Park City-Lower Manhattan,Manhattan
Catherine St & Monroe St,5128.04,2009,40.71117444,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2009,True,[],"['KEY', 'CREDITCARD']",71,False,66dc9143-0aca-11e7-82f6-3863bb44ef7c,classic,2009,-73.99682619,35,POINT (-73.99682618999999 40.71117444),Chinatown,Manhattan
Grand St & Greene St,5500.02,2010,40.72170005235607,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2010,True,[],"['KEY', 'CREDITCARD']",71,False,66dc91b5-0aca-11e7-82f6-3863bb44ef7c,classic,2010,-74.00238141417502,65,POINT (-74.00238141417502 40.72170005235607),park-cemetery-etc-Manhattan,Manhattan
E 27 St & 1 Ave,6004.06,2012,40.739445,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2012,True,[],"['KEY', 'CREDITCARD']",71,False,66dc9223-0aca-11e7-82f6-3863bb44ef7c,classic,2012,-73.976806,35,POINT (-73.976806 40.739445),Murray Hill-Kips Bay,Manhattan
E 43 St & 2 Ave,6422.08,2017,40.75022392,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2017,True,[],"['KEY', 'CREDITCARD']",71,False,66dca5f3-0aca-11e7-82f6-3863bb44ef7c,classic,2017,-73.97121414,39,POINT (-73.97121414 40.75022392),Turtle Bay-East Midtown,Manhattan
W 45 St & 8 Ave,6676.02,2021,40.75929124,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2021,True,[],"['KEY', 'CREDITCARD']",71,False,66dca682-0aca-11e7-82f6-3863bb44ef7c,classic,2021,-73.98859651,65,POINT (-73.98859650999999 40.75929124),Clinton,Manhattan
E 60 St & York Ave,6682.08,2022,40.759107,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=2022,True,[],"['KEY', 'CREDITCARD']",71,False,66dca6f4-0aca-11e7-82f6-3863bb44ef7c,classic,2022,-73.959223,33,POINT (-73.95922299999999 40.759107),Lenox Hill-Roosevelt Island,Manhattan
Kent Ave & N 7 St,5489.03,3016,40.72036775298455,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3016,True,[],"['KEY', 'CREDITCARD']",71,False,66dcac42-0aca-11e7-82f6-3863bb44ef7c,classic,3016,-73.96165072917938,54,POINT (-73.96165072917938 40.72036775298455),North Side-South Side,Brooklyn
Kingston Ave & Herkimer St,4205.06,3041,40.67890679,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3041,True,[],"['KEY', 'CREDITCARD']",71,False,66dcb9f7-0aca-11e7-82f6-3863bb44ef7c,classic,3041,-73.94142771,24,POINT (-73.94142771 40.67890679),Crown Heights North,Brooklyn
Fulton St & Utica Ave,4228.02,3042,40.6794268,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3042,True,[],"['KEY', 'CREDITCARD']",71,False,66dcba5e-0aca-11e7-82f6-3863bb44ef7c,classic,3042,-73.9298911,19,POINT (-73.92989110000001 40.6794268),Crown Heights North,Brooklyn
Lewis Ave & Decatur St,4237.01,3043,40.6814598,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3043,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbac5-0aca-11e7-82f6-3863bb44ef7c,classic,3043,-73.934903,19,POINT (-73.93490300000001 40.6814598),Stuyvesant Heights,Brooklyn
Albany Ave & Fulton St,4237.02,3044,40.6800105,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3044,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbb2c-0aca-11e7-82f6-3863bb44ef7c,classic,3044,-73.938475,27,POINT (-73.938475 40.6800105),Stuyvesant Heights,Brooklyn
Marcus Garvey Blvd & Macon St,4278.03,3046,40.682601,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3046,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbbfe-0aca-11e7-82f6-3863bb44ef7c,classic,3046,-73.938037,19,POINT (-73.93803699999999 40.682601),Stuyvesant Heights,Brooklyn
Halsey St & Tompkins Ave,4319.07,3047,40.6823687,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3047,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbdc2-0aca-11e7-82f6-3863bb44ef7c,classic,3047,-73.944118,21,POINT (-73.944118 40.6823687),Bedford,Brooklyn
Putnam Ave & Nostrand Ave,4327.09,3048,40.68402,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3048,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbe7c-0aca-11e7-82f6-3863bb44ef7c,classic,3048,-73.94977,19,POINT (-73.94977 40.68402),Bedford,Brooklyn
Cambridge Pl & Gates Ave,4377.04,3049,40.68488,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3049,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbefb-0aca-11e7-82f6-3863bb44ef7c,classic,3049,-73.96304,18,POINT (-73.96304000000001 40.68488),Clinton Hill,Brooklyn
Putnam Ave & Throop Ave,4392.04,3050,40.6851532,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3050,True,[],"['KEY', 'CREDITCARD']",71,False,66dcbf69-0aca-11e7-82f6-3863bb44ef7c,classic,3050,-73.94111,21,POINT (-73.94110999999999 40.6851532),Stuyvesant Heights,Brooklyn
Lewis Ave & Madison St,4425.02,3052,40.686312,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3052,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc047-0aca-11e7-82f6-3863bb44ef7c,classic,3052,-73.935775,23,POINT (-73.93577500000001 40.686312),Stuyvesant Heights,Brooklyn
Marcy Ave & Lafayette Ave,4476.03,3053,40.6900815,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3053,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc0b2-0aca-11e7-82f6-3863bb44ef7c,classic,3053,-73.947915,23,POINT (-73.94791499999999 40.6900815),Bedford,Brooklyn
Greene Ave & Throop Ave,4510.04,3054,40.6894932,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3054,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc30b-0aca-11e7-82f6-3863bb44ef7c,classic,3054,-73.942061,19,POINT (-73.942061 40.6894932),Stuyvesant Heights,Brooklyn
Greene Ave & Nostrand Ave,4519.02,3055,40.6883337,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3055,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc37f-0aca-11e7-82f6-3863bb44ef7c,classic,3055,-73.950916,23,POINT (-73.95091600000001 40.6883337),Bedford,Brooklyn
Kosciuszko St & Nostrand Ave,4519.04,3056,40.69072549,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3056,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc3e5-0aca-11e7-82f6-3863bb44ef7c,classic,3056,-73.95133465,23,POINT (-73.95133465000001 40.69072549),Bedford,Brooklyn
Kosciuszko St & Tompkins Ave,4553.04,3057,40.69128258,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3057,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc44a-0aca-11e7-82f6-3863bb44ef7c,classic,3057,-73.9452416,18,POINT (-73.9452416 40.69128258),Bedford,Brooklyn
Lewis Ave & Kosciuszko St,4617.01,3058,40.69237074,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3058,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc5ca-0aca-11e7-82f6-3863bb44ef7c,classic,3058,-73.93705428,24,POINT (-73.93705428 40.69237074),Stuyvesant Heights,Brooklyn
Pulaski St & Marcus Garvey Blvd,4656.03,3059,40.6933982,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3059,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc65c-0aca-11e7-82f6-3863bb44ef7c,classic,3059,-73.939877,19,POINT (-73.939877 40.6933982),Stuyvesant Heights,Brooklyn
Willoughby Ave & Tompkins Ave,4665.02,3060,40.69425403,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3060,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc8b3-0aca-11e7-82f6-3863bb44ef7c,classic,3060,-73.94626915,19,POINT (-73.94626915000001 40.69425403),Bedford,Brooklyn
Throop Ave & Myrtle Ave,4697.01,3061,40.69622937,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3061,True,[],"['KEY', 'CREDITCARD']",71,False,66dcc920-0aca-11e7-82f6-3863bb44ef7c,classic,3061,-73.94371094,21,POINT (-73.94371094 40.69622937),Bedford,Brooklyn
Myrtle Ave & Marcy Ave,4707.03,3062,40.69539817,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3062,True,[],"['KEY', 'CREDITCARD']",71,False,66dcca0d-0aca-11e7-82f6-3863bb44ef7c,classic,3062,-73.94954908,23,POINT (-73.94954908 40.69539817),Bedford,Brooklyn
Nostrand Ave & Myrtle Ave,4707.04,3063,40.69527008,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3063,True,[],"['KEY', 'CREDITCARD']",71,False,66dcca76-0aca-11e7-82f6-3863bb44ef7c,classic,3063,-73.95238108,20,POINT (-73.95238107999999 40.69527008),Bedford,Brooklyn
Myrtle Ave & Lewis Ave,4729.01,3064,40.69681963,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3064,True,[],"['KEY', 'CREDITCARD']",71,False,66dccad8-0aca-11e7-82f6-3863bb44ef7c,classic,3064,-73.93756926,23,POINT (-73.93756926 40.69681963),Stuyvesant Heights,Brooklyn
Union Ave & Wallabout St,4818.03,3065,40.70029511,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3065,True,[],"['KEY', 'CREDITCARD']",71,False,66dccc99-0aca-11e7-82f6-3863bb44ef7c,classic,3065,-73.95032283,31,POINT (-73.95032283 40.70029511),Bedford,Brooklyn
Tompkins Ave & Hopkins St,4850.04,3066,40.69957608,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3066,True,[],"['KEY', 'CREDITCARD']",71,False,66dcccfe-0aca-11e7-82f6-3863bb44ef7c,classic,3066,-73.94708417,19,POINT (-73.94708417 40.69957608),Bedford,Brooklyn
Broadway & Whipple St,4883.03,3067,40.7016657,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3067,True,[],"['KEY', 'CREDITCARD']",71,False,66dccd65-0aca-11e7-82f6-3863bb44ef7c,classic,3067,-73.9437303,27,POINT (-73.9437303 40.7016657),Bedford,Brooklyn
Humboldt St & Varet St,4956.02,3068,40.7031724,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3068,True,[],"['KEY', 'CREDITCARD']",71,False,66dce2a4-0aca-11e7-82f6-3863bb44ef7c,classic,3068,-73.940636,42,POINT (-73.940636 40.7031724),Bushwick South,Brooklyn
Lorimer St & Broadway,4965.01,3069,40.70411791,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3069,True,[],"['KEY', 'CREDITCARD']",71,False,66dce4fc-0aca-11e7-82f6-3863bb44ef7c,classic,3069,-73.94818595,29,POINT (-73.94818595 40.70411791),Williamsburg,Brooklyn
McKibbin St & Manhattan Ave,4996.08,3070,40.70510918,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3070,True,[],"['KEY', 'CREDITCARD']",71,False,66dce567-0aca-11e7-82f6-3863bb44ef7c,classic,3070,-73.94407279,23,POINT (-73.94407279000001 40.70510918),East Williamsburg,Brooklyn
Boerum St & Broadway,5004.02,3071,40.70538077,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3071,True,[],"['KEY', 'CREDITCARD']",71,False,66dce5c9-0aca-11e7-82f6-3863bb44ef7c,classic,3071,-73.94976519,19,POINT (-73.94976518999999 40.70538077),East Williamsburg,Brooklyn
Leonard St & Boerum St,5036.06,3072,40.70583339,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3072,True,[],"['KEY', 'CREDITCARD']",71,False,66dce660-0aca-11e7-82f6-3863bb44ef7c,classic,3072,-73.94644578,24,POINT (-73.94644578 40.70583339),East Williamsburg,Brooklyn
Montrose Ave & Bushwick Ave,5068.02,3074,40.70767788,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3074,True,[],"['KEY', 'CREDITCARD']",71,False,66dce8db-0aca-11e7-82f6-3863bb44ef7c,classic,3074,-73.94016171,42,POINT (-73.94016171 40.70767788),Bushwick South,Brooklyn
Division Ave & Marcy Ave,5084.03,3075,40.70708701,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3075,True,[],"['KEY', 'CREDITCARD']",71,False,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,classic,3075,-73.95796783,33,POINT (-73.95796783 40.70708701),Williamsburg,Brooklyn
Scholes St & Manhattan Ave,5108.01,3076,40.70870368,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3076,True,[],"['KEY', 'CREDITCARD']",71,False,66dcec6b-0aca-11e7-82f6-3863bb44ef7c,classic,3076,-73.9448625,36,POINT (-73.9448625 40.70870368),East Williamsburg,Brooklyn
Stagg St & Union Ave,5117.05,3077,40.70877084,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3077,True,[],"['KEY', 'CREDITCARD']",71,False,66dcecfa-0aca-11e7-82f6-3863bb44ef7c,classic,3077,-73.95095259,32,POINT (-73.95095259 40.70877084),North Side-South Side,Brooklyn
Broadway & Roebling St,5125.07,3078,40.70924826276157,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3078,True,[],"['KEY', 'CREDITCARD']",71,False,66dced76-0aca-11e7-82f6-3863bb44ef7c,classic,3078,-73.96063148975372,27,POINT (-73.96063148975372 40.70924826276157),North Side-South Side,Brooklyn
S 4 St & Rodney St,5156.05,3080,40.70934,False,http://app.citibikenyc.com/S6Lr/IBV092JufD?station_id=3080,True,[],"['KEY', 'CREDITCARD']",71,False,66dcf023-0aca-11e7-82f6-3863bb44ef7c,classic,3080,-73.95608,21,POINT (-73.95608 40.70934),North Side-South Side,Brooklyn
